原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析
174,m_txt_165,choice_text,機車引擎機油除定期檢查外,應定期更換,不須更換,視機油廠牌而定,1,,機車引擎機油除定期檢查，也應依照里程或時間定期更換
175,m_txt_166,choice_text,添加機油時，應由何處加入？,機油尺孔,引擎上機油蓋口,汽油箱蓋口,2,,添加機油應從引擎上的機油蓋口加入，確保機油進入正確位置
176,m_txt_167,choice_text,機車是否更換機油濾清器？,視機油廠牌而定,不須更換,按照機車使用手冊規範而定,3,,機油濾清器是否更換及更換時機，應按照機車使用手冊規範執行
177,m_txt_168,choice_text,夜間或黑暗處，檢查電瓶液時，不可使用之照明工具為,手電筒,打火機,電源工作燈,2,,電瓶液檢查時，不可使用打火機，以免產生火花引燃氫氣造成危險
178,m_txt_169,choice_text,電瓶樁頭塗上何物，可以防止腐蝕並使導電良好？,油漆,黃油,柏油,2,,電瓶樁頭塗抹黃油可有效防止腐蝕，並保持良好的導電性
179,m_txt_170,choice_text,機車起動馬達使用之電源來自,發電機供給,電瓶供給,引擎供給,2,,機車啟動馬達所需電源主要來自電瓶供給
180,m_txt_171,choice_text,機車安裝空氣濾清器的主要目的是,避免吸入空氣中沙塵損傷汽缸,減少機車運轉噪音,過濾排放廢氣，減少污染,1,,空氣濾清器主要功能是過濾空氣中沙塵，保護引擎汽缸免受損害
181,m_txt_172,choice_text,輪胎氣壓不足時，易造成,輪胎兩側磨損,輪胎中央磨損,轉向變輕,1,,輪胎氣壓不足會使胎面中央下陷，導致兩側胎面磨損
182,m_txt_173,choice_text,輪胎氣壓不足時，易造成,輪胎兩側磨損,行駛耗油增加,以上皆是,3,,輪胎氣壓不足會導致兩側磨損和行駛阻力增加，進而增加油耗
183,m_txt_174,choice_text,輪胎氣壓太高時，易造成,輪胎兩側磨損,輪胎中央磨損,行駛耗油增加,2,,輪胎氣壓過高會使胎面中央凸起，導致中央胎面磨損
184,m_txt_175,choice_text,輪胎氣壓過高時，易造成,車輛避震器加速損壞,輪胎中央磨損,以上皆是,3,,輪胎氣壓過高會增加避震器負擔，並使輪胎中央磨損
185,m_txt_176,choice_text,輪胎胎面中央的花紋有較嚴重磨耗，其原因為,輪胎氣壓太低,輪胎氣壓太高,車輛載重過大,2,,輪胎中央磨耗嚴重，通常是因為輪胎氣壓太高所導致
186,m_txt_177,choice_text,車胎過度磨損,不致危險,乘坐較舒適,會影響車輛轉向及煞車距離,3,,車胎過度磨損會嚴重影響抓地力、轉向穩定性及煞車距離，增加危險
187,m_txt_178,choice_text,機車輪胎之胎紋深度小於多少應即更換？,2 公釐,1.5 公釐,達到輪胎的磨耗指示點,3,,機車輪胎胎紋深度達到磨耗指示點時，應立即更換以確保安全
188,m_txt_179,choice_text,機車輪胎規格 3.50-10-8PR 表示,輪胎寬度 3.5 英吋,輪胎內徑 10 英吋,以上皆是,3,,輪胎規格 3.50-10-8PR 中，3.50 為輪胎寬度，10 為內徑，故以上皆是
189,m_txt_180,choice_text,駕駛人檢查輪胎之內容主要為,檢查胎壓是否正常,檢查輪胎外表是否龜裂、損傷或異常磨損,以上皆是,3,,輪胎檢查包含胎壓、外觀龜裂、損傷及異常磨損，確保行車安全
190,m_txt_181,choice_text,輪胎構造中，哪一部分強度最弱？,胎面,胎邊(胎腹),胎唇,2,,輪胎胎邊（胎腹）是構造中最薄且強度較弱的部分，易受損
191,m_txt_182,choice_text,檢查輪胎氣壓必須於,行駛後輪胎胎溫高於常溫時,行駛前輪胎胎溫處於常溫時,隨時均可,2,,檢查輪胎氣壓應在行駛前，輪胎胎溫處於常溫時進行，數據才準確
192,m_txt_183,choice_text,輪胎氣壓太低會造成,胎邊容易受損而造成爆胎,增加摩擦阻力而增加油耗,以上皆是,3,,輪胎氣壓太低會使胎邊變形受損，並增加滾動阻力，導致油耗增加
193,m_txt_184,choice_text,輪胎應受保護,避免接近熱源,避免接觸礦油類相關油質,以上皆是,3,,輪胎應避免接近熱源及接觸礦油類油質，以維持其性能與壽命
194,m_txt_185,choice_text,建議使用之輪胎，以輪胎製造後不超過,3 年,6 年,9 年為原則,2,,輪胎應有使用壽命限制，一般建議製造後不超過 6 年為原則
195,m_txt_186,choice_text,機車輪胎上的胎紋最主要功能為何？,排水及增加摩擦力,增加行駛速度,防止輪胎表面龜裂,1,,胎紋主要功能是排水，增加輪胎與路面的摩擦力及抓地力
196,m_txt_187,choice_text,輪胎製造日期編號：MMD1213 表示,2013 年 12 月,2012 年第 13 週,2013 年第 12 週,3,,輪胎製造日期編號後兩碼為年份，前兩碼為該年份的週數 1213 代表 2013 年第 12 週
197,m_txt_188,choice_text,輪胎胎紋太淺之危險性：,影響輪胎摩擦力及抓地力，易延長煞車距離而發生事故,雨天行駛時輪胎排水性變差，易發生打滑失控,以上皆是,3,,胎紋太淺會影響抓地力、排水性，增加煞車距離及打滑失控風險
198,m_txt_189,choice_text,機車照後鏡之使用，何者不適當？,行進中與前車距離很近時，需觀看照後鏡以利超車,行駛前應將照後鏡調整至容易觀察後方車輛或道路狀況之角度與位置,可利用等待紅燈時間調整照後鏡,1,,行進中與前車距離很近時，應專注前方路況，觀看照後鏡不適當
199,m_txt_190,choice_text,購買安全帽,必須貼有標準檢驗局之認證合格標籤,應選擇顏色鮮明或有反光材料之安全帽,以上皆是,3,,購買安全帽應選擇有合格標籤，且顏色鮮明或具反光設計，以提高能見度
200,m_txt_191,choice_text,安全帽經強力碰撞後,不宜再使用,外觀無損壞可繼續使用,製造日期於 3 年內外觀無損壞可繼續使用,1,,安全帽經強力碰撞後，內部結構可能受損，不宜再使用，應更換
201,m_txt_192,choice_text,機車附載成員未戴安全帽,處罰駕駛人,處罰附載成員,不處罰,1,,機車附載成員未戴安全帽，依規定處罰駕駛人
202,m_txt_193,choice_text,下列敘述何者正確？,胎面與輪胎磨耗指示平齊時，表示需更換輪胎,胎面與輪胎磨耗指示垂直時，表示需更換輪胎,機車輪胎任一點胎紋深度達 1.6 公釐時，表示需更換輪胎,1,,胎面磨耗至與磨耗指示點平齊時，代表胎紋深度已不足，應更換輪胎
203,m_txt_194,choice_text,下列何者非騎車出發前之必要動作,檢查燈光,確認胎壓,暖車,3,,檢查燈光及確認胎壓是出發前必要安全動作，暖車則非必要
204,m_txt_195,choice_text,機車照後鏡之敘述，何者錯誤？,大多為凸面鏡,幫助騎士掌握車輛後方狀況,行進中若發現照後鏡無法順利觀察後方狀況，行駛中應即刻進行調整,3,,行駛中調整照後鏡極為危險，應在停車後調整，選項(3)錯誤
205,m_txt_196,choice_text,機車駐車架之敘述，何者錯誤？,可分為主腳架與側腳架,屬於需作經常性更換之零件,側腳架較不穩固，僅建議於短暫停車時使用,2,,駐車架非經常性更換零件，除非損壞才需更換，選項(2)錯誤
206,m_txt_197,choice_text,機車方向燈之敘述，下列何者錯誤？,用以提醒前後方來車，本車欲轉彎之方向,燈色應為橙色,可依路況決定轉彎前是否顯示,3,,轉彎前顯示方向燈是強制規定，不可依路況自行決定，選項(3)錯誤
207,m_txt_198,choice_text,機車基本配件及功能下列何者正確？,照後鏡會阻礙機車於車陣中穿梭之流暢，必要時可拆除,頭燈包含遠光燈與近光燈,照後鏡屬於凹面鏡,2,,頭燈包含遠光燈與近光燈，用於不同照明需求，選項(2)正確
208,m_txt_199,choice_text,騎乘機車如果爆胎，第一時間應,立即煞車,放鬆油門,轉動方向把手,2,,爆胎時應放鬆油門，緊握把手保持方向穩定，再輕輕減速停車
209,m_txt_200,choice_text,機車改裝，下列何者有違規定？,擅自裝設高亮度 HID 頭燈,將排氣管往上翹,以上皆有違規定,3,,未經檢驗的高亮度 HID 頭燈及排氣管翹高，皆屬違規改裝
210,m_txt_201,choice_text,選用安全帽之原則,愈緊愈好，避免被風吹走,選深色的，比較不易髒,以上皆非,3,,選用安全帽應合頭型、舒適，顏色鮮明，以提高安全性與辨識度
211,m_txt_202,choice_text,下列何項不會顯示於機車儀表板？,遠光燈指示,輪胎磨耗指示,行車速度指示,2,,儀表板通常不顯示輪胎磨耗指示，需自行目視檢查
212,m_txt_203,choice_text,以下何者非機車懸吊裝置之主要功能？,減少輪胎磨損,能增加引擎動力,使車輛能更安全與舒適的操控,2,,懸吊裝置主要功能是減少震動、保持輪胎抓地力及操控舒適性，而非增加引擎動力
213,m_txt_204,choice_text,機車煞車方式要隨外在環境調整，在乾燥或下坡路段,前輪煞車為主、後輪煞車為輔,後輪煞車為主、前輪煞車為輔,前、後輪煞車平均分配,1,,乾燥或下坡路段，前輪煞車效果較佳，應以前輪煞車為主，後輪為輔
214,m_txt_205,choice_text,機車煞車方式要隨外在環境調整，在濕滑或上坡路段,前輪煞車為主、後輪煞車為輔,後輪煞車為主、前輪煞車為輔,前、後輪煞車平均分配,2,,濕滑或上坡路段，後輪煞車較不易鎖死打滑，應以後輪煞車為主
215,m_txt_206,choice_text,更換機車電瓶時，先將主開關鑰匙轉至〝OFF〞位置，再拆卸電瓶，步驟為：,先拆負極線，再拆正極線,先拆正極線，再拆負極線,先拆後拆都可以,1,,拆卸電瓶時，為避免短路，應先拆負極線，再拆正極線
216,m_txt_207,choice_text,空氣濾清器如堆積塵埃，造成：,馬力降低,耗油,以上皆是,3,,空氣濾清器積塵會影響進氣，導致馬力降低及耗油增加
221,m_txt_208,choice_text,使用機車時，除了注意是否有汽油外，下列敘述何者正確？,不需要額外做基本保養,需額外做基本保養，以確保車況,只需要檢查輪胎胎紋深度,2,,機車需定期基本保養，確保各部件正常運作，提升行車安全
222,m_txt_209,choice_text,機車煞車時出現異常聲響，關於處置方式，下列敘述何者正確？,若異音僅於潮濕天氣出現且煞車功能正常，屬正常現象無須特別處理,應儘速至合格機車行由專業技師檢查煞車系統，確認異常原因並進行必要檢修,可自行檢視來令片厚度，若尚未磨損至警示線則無安全疑慮,2,,煞車異常聲響可能故障，應交由專業技師檢查檢修以確保安全
223,m_txt_210,choice_text,機車行車前應實施安全檢查，關於檢查項目，下列敘述何者正確？,主要檢查煞車及輪胎狀況，確認制動系統正常即可安全上路,機車出廠前已通過安全檢驗，日常騎乘僅需於定期保養時進行全面檢查,應檢查燈光、方向燈、煞車、輪胎、喇叭及照後鏡等項目，確保各系統正常運作,3,,行車前應全面檢查燈光、煞車、輪胎、喇叭及照後鏡等，確保各系統正常
224,m_txt_211,choice_text,有關安全帽的注意事項，下列敘述何者錯誤？,受過撞擊之安全帽，如外觀無損壞，則可正常使用不必更換,頭帶長度不宜過長或過短，約留 1 指空間大小,扣子應該在下巴後方，保留 1 指縫的空間，並且旋鈕緊固,1,,受過撞擊的安全帽即使外觀無損，內部結構可能受損，防護力降低，應更換
225,m_txt_212,choice_text,機車駕駛人及附載乘客配戴安全帽時，關於帽帶之扣繫方式，下列敘述何者正確？,帽帶扣繫後應保留約一至二指寬之鬆緊度，以兼顧舒適性與透氣需求,安全帽應正面配戴並將帽帶確實扣緊，使安全帽穩固貼合頭部,短程騎乘或低速行駛時，帽帶僅需輕扣固定，無須緊繫,2,,安全帽帽帶應確實扣緊，讓安全帽穩固貼合頭部，避免鬆脫
226,m_txt_213,choice_text,關於機車安全帽之選購，下列敘述何者正確？,選購時應以配戴舒適度及通風散熱性能為首要考量,應選購貼有經濟部標準檢驗局商品檢驗標識之合格安全帽,進口品牌安全帽通過國際安全認證者，其防護性能較國內檢驗標準更為嚴格，可安心選購,2,,選購安全帽應認明貼有經濟部標準檢驗局標識之合格品，確保安全
227,m_txt_214,choice_text,關於機車車燈之改裝或加工，下列敘述何者正確？,車燈黏貼透明保護膜以防止刮傷，且不影響燈光亮度者，符合規定,加裝經檢審驗合格之高亮度燈泡以提升夜間照明效果，符合規定,車燈不得噴色、黏貼膠紙或加裝燈罩，以免影響辨識效果,3,,車燈改裝應符合法規，噴色、黏貼或加裝燈罩可能影響辨識度及安全
228,m_txt_215,choice_text,關於機車排氣管之改裝規定，下列敘述何者正確？,更換為通過環保署認證且排放值合格之排氣管，符合改裝規定,使用原廠同型號零件更換排氣管位置，因未變更規格故符合規定,排氣管不得變更數量及位置，亦不得拆除消音器或觸媒裝置,3,,機車排氣管改裝嚴格，不得變更數量位置，且不可拆除消音器或觸媒
229,m_txt_216,choice_text,機車在引擎發動前，應檢查的項目為何？,僅須檢查汽油量,僅須檢查機油量,須檢查機油及汽油量,3,,引擎發動前，應同時檢查機油及汽油量，確保車輛正常運作
230,m_txt_217,choice_text,下列何者是量測機車機油量最準確的時機？,剛停車熄火時,機車發生傾斜時,機車靜置於平坦處，引擎熄火一段時間後,3,,靜置於平坦處且引擎熄火後，機油回流至油底殼，量測最準確
231,m_txt_218,choice_text,關於機車輪胎氣壓的敘述，下列何者正確？,充氣氣壓愈高愈佳,胎壓應當低於原廠規定，以增加抓地力,胎壓應符合原廠規定，且胎紋深度足夠,3,,輪胎胎壓應符合原廠規定，並確保胎紋深度足夠，維持行車安全
232,m_txt_219,choice_text,若車輛輪胎胎壓「過高」，則輪胎何處磨損會最嚴重？,胎紋的兩側,胎紋的內側部分,胎紋的中央部分,3,,胎壓過高會使輪胎中央部分承受較大壓力，導致中央胎紋磨損最嚴重
233,m_txt_220,choice_text,機車儀錶板上用以表示行駛里程累積數的是下列何者？,里程計,速度表,轉速表,1,,儀錶板上的里程計用以顯示車輛行駛的累積里程數
234,m_txt_221,choice_text,機車油量表顯示「E」時，表示什麼意思？,油量充足，可以繼續行駛,表示油量已不高，應儘速加油,機油不足，應添加機油,2,,油量表顯示「E」表示油箱油量低，應儘速補充燃油，避免拋錨
235,m_txt_222,choice_text,關於大型重型機車（逾 250c.c.）的定期檢驗規定，下列敘述何者正確？,出廠滿 1 年後，每年應至少檢驗 1 次,出廠年份未滿 5 年者，免予定期檢驗,出廠滿 5 年以上者，每滿半年應檢驗 1 次,2,,大型重型機車出廠未滿五年免定檢，滿五年後每年檢驗一次
236,m_txt_223,choice_text,夜間騎乘機車，對向來車持續開啟遠光燈造成眩目，下列何種做法最能確保安全？,以遠光燈回應示意對方切換近光燈,視線略偏向右側路緣標線，維持穩定車速與車道，避免直視對向燈光,減速至路邊停車，等待對向車輛通過,2,,遇遠光燈眩目時，應避免直視，可略偏視線至右側，穩定行駛確保安全
237,m_txt_224,choice_text,行車速度愈快，則煞車距離愈長，速度若增加 1 倍，煞車距離即會增為,2 倍,4 倍,8 倍,2,,煞車距離與速度的平方成正比，速度增加一倍，煞車距離增加四倍
238,m_txt_225,choice_text,行車速度愈快，駕駛人的視野,不變,愈狹窄,愈寬廣,2,,速度越快，駕駛人視野會變得越狹窄（隧道效應），反應時間縮短
239,m_txt_226,choice_text,行駛在積水路段，應,低速行駛,快速通過,多使用煞車,1,,行駛積水路段應低速慢行，避免水漂效應及影響煞車性能
240,m_txt_227,choice_text,對肇事責任鑑定有異議，,絕對服從,向覆議機關申請覆議,向警察機關提出告訴,2,,對肇事責任鑑定結果有異議，可依法向相關覆議機關申請覆議
241,m_txt_228,choice_text,下列何者最接近防衛駕駛觀念？,即使自己遵守交通規則，還是必須小心防範他人違規對自己造成傷害,選購耐撞車種，並加強安全配備,騎在路中間，大家都看得到,1,,防衛駕駛是預測並防範他人或自身可能發生的危險行為，確保安全
242,m_txt_229,choice_text,行車安全距離的描述，下列何者錯誤？,因機車車身小，故行駛其後所保持的安全距離與同車速的汽車相比，可以再縮短一些,即使停車時也該保持安全距離,被超車後應該略為減速重新取得安全距離,1,,機車安全距離不應縮短，需保持足夠距離以應變，尤其緊急煞車
243,m_txt_230,choice_text,關於「購買安全帽注意事項」，下列何者錯誤？,必須貼有標準檢驗局之認證合格標籤,安全帽受過強力撞擊後，若外觀沒有損壞則不必更換,應選擇顏色鮮明或有反光材料之安全帽,2,,安全帽受強力撞擊後，即使外觀無損，內部結構可能受損，應立即更換
244,m_txt_231,choice_text,請問應如何選購機車安全帽較為適當？,用工程用安全帽，又輕又透風,選擇貼有標準檢驗局之認證合格標籤，比較有保障,選深色的，比較不容易髒,2,,選購機車安全帽務必認明貼有標準檢驗局合格標籤，確保防護功能
245,m_txt_232,choice_text,關於內輪差的敘述，何者錯誤？,車輛在轉彎時，後輪向內偏移,軸距越長的車輛內輪差越大,小客車沒有內輪差,3,,內輪差是轉彎時前後輪軌跡差異，所有車輛包括小客車都有內輪差
246,m_txt_233,choice_text,機車駕駛人行經路面積水路段時應如何操作較恰當？,低速行駛,多使用煞車,快速通過,1,,行經積水路段應低速行駛，避免打滑及水花濺起影響視線
247,m_txt_234,choice_text,以下何者「不是」騎乘機車時的危險行為？,騎車後座載人,參加車隊夜間狂飆,聚餐酒後夜遊,1,,依規定合法載人，並非危險行為；狂飆與酒駕皆屬危險行為
248,m_txt_235,choice_text,車輛行駛彎道時速度愈高，所產生的離心力,愈大,愈小,不變,1,,行駛彎道時，速度越高，離心力越大，增加車輛失控的風險
249,m_txt_236,choice_text,機車緊急煞車時切記不可以用力過猛而鎖死輪胎，並採取,放開油門後控制後輪煞車,放開油門後使用前後輪煞車,放開油門後控制前輪煞車,2,,緊急煞車應放開油門，同時使用前後輪煞車，避免單輪鎖死打滑
250,m_txt_237,choice_text,騎乘機車時良好的手肘姿勢為何？,向前伸直,向身體靠攏,向外張開,2,,騎乘時手肘向身體靠攏，保持微彎，可提升操控穩定性與避震效果
251,m_txt_238,choice_text,騎車穿越積水路段後，應特別注意,試開燈光,試拉煞車,試轉動油門加油,2,,穿越積水後應輕拉煞車，讓來令片與碟盤磨擦烘乾，恢復煞車性能
252,m_txt_239,choice_text,人的身體哪個部位一經撞擊，所產生死亡和後遺症是最高的？,四肢,頭部,背部,2,,頭部是人體最脆弱且重要的部位，受撞擊易導致嚴重傷勢或死亡
253,m_txt_240,choice_text,路面上積有油污，你騎車因而滑倒，你應該,自認倒霉駛離,不必向最近警察派出所報案,用樹枝或其他標識放置兩端，提醒來往車輛注意，並通知警察機關處理,3,,路面油污應設置標識提醒他人，並通報警察機關處理，確保安全
254,m_txt_241,choice_text,在郊外駕車如發現鵝群橫越道路時應,大鳴喇叭促其趕快通過,加速通過鵝群,減速慢行待其通過後再行前進,3,,遇到動物橫越道路應減速慢行，待其通過後再前進，避免肇事
255,m_txt_242,choice_text,汽機車強制保險針對車禍當事人死亡或全殘最高給付新臺幣,10 萬元,20 萬元,200 萬元,3,,強制險死亡或全殘最高給付為新臺幣 200 萬元，保障受害者權益
256,m_txt_243,choice_text,駕駛人行車速度，超過規定之最高時速經當場舉發者，應處,罰鍰並記違規點數,吊扣行車執照,吊扣駕駛執照,1,,超速違規會被處以罰鍰並記違規點數，嚴重者可能加重處罰
257,m_txt_244,choice_text,駕駛人因違規而被處罰鍰並記點，以後應,不予理會,遵守交通規則，勿再違規,小心駕駛，以躲避警察取締,2,,違規受罰後應警惕，確實遵守交通規則，提升用路安全
258,m_txt_245,choice_text,不服從執行交通勤務之警察或依法令執行交通稽查任務人員之指揮或稽查，經當場舉發者，應處,吊扣駕照 1 個月,吊扣駕照 2 個月,罰鍰並予記點,3,,不服從交通指揮或稽查者，依規定處以罰鍰並記違規點數
259,m_txt_246,choice_text,領用牌照不需使用時，,可以借供他車使用,得向當地公路監理機關申請繳銷,自行保存,2,,牌照不需使用時，應向公路監理機關申請繳銷，避免遭冒用
260,m_txt_247,choice_text,領有重型機車駕駛執照者，可駕駛,輕型機車,小型貨車,小客車,1,,重型機車駕照可向下相容駕駛輕型機車，但不可駕駛汽車
261,m_txt_248,choice_text,駕駛人允許無駕駛執照之人駕駛其車輛者，應吊扣駕駛執照,2 個月,3 個月,4 個月,2,,允許無照駕駛者，依規定吊扣駕駛執照三個月
262,m_txt_249,choice_text,駕駛人使用偽照、變造或矇領之駕駛執照駕車時，應處,罰鍰,吊銷駕照,罰鍰並扣繳駕照,3,,使用偽造、變造或矇領駕照駕車，除罰鍰外，並扣繳該駕照
263,m_txt_250,choice_text,機車,可以借用他車牌照行駛,不可以借用他車牌照行駛,可以自製牌照行駛,2,,機車牌照專屬車輛，嚴禁借用他車牌照或自製牌照行駛
264,m_txt_251,choice_text,聞消防車、救護車、警備車、工程救險車、毒性化學物質災害事故應變車之警號，不立即避讓者，應處,吊扣駕駛執照 3 個月,罰鍰並吊銷駕照,罰鍰,2,,不避讓特種車輛者，罰鍰並吊銷駕照，嚴重影響公共安全
265,m_txt_252,choice_text,違反道路交通管理事件行為人，接獲違反道路交通管理事件通知單後，應於幾天內得不經裁決，逕依罰鍰基準規定，向指定之處所繳納結案？,10 天內,20 天內,30 天內,3,,交通違規者，應於收受通知單後 30 天內繳納罰鍰結案
266,m_txt_253,choice_text,駕駛人駕車撞傷正執行交通勤務中之警察時，,吊銷駕照並處罰鍰,吊扣駕照並處罰鍰,處最高罰鍰,1,,撞傷執勤中警察為嚴重違規，將吊銷駕照並處以罰鍰
267,m_txt_254,choice_text,駕駛執照破損不易辨明時，要,申請換發,重行考領,仍可持以行駛,1,,駕照破損不易辨明時，應向監理機關申請換發新照
268,m_txt_255,choice_text,駕駛人超速駕車者，但行車速度未超過規定之最高時速 40 公里以上，經當場舉發，應處以,罰鍰,罰鍰並吊扣駕照 1 個月,罰鍰並記違規點數 1 點,3,,超速未達 40 公里者，處以罰鍰並記違規點數 1 點
269,m_txt_256,choice_text,將駕照借供他人駕車，處罰吊扣駕照,1 個月,2 個月,3 個月,3,,借駕照給他人駕車者，依規定吊扣駕駛執照三個月
270,m_txt_257,choice_text,利用機車犯罪，經判決有期徒刑以上之刑確定者，除吊銷駕駛執照外,1 年內不得考領,3 年內不得考領,終身不得考領（但符合特定條件，且所受吊銷駕駛執照處分，執行已逾相關規定時間者，不在此限）,3,,利用機車犯罪判刑確定者，吊銷駕照並終身不得考領（特定條件除外）
271,m_txt_258,choice_text,違反道路交通安全規則，因而肇事致人重傷者，吊扣其駕照,3 個月至 6 個月,1 個月至 2 個月,2 個月至 4 個月,1,,肇事致人重傷者，吊扣駕駛執照 3 個月至 6 個月
272,m_txt_259,choice_text,駕駛人如肇事致人重傷或死亡，應即時處理，並向警察機關報告，不得逃逸，違者應處罰,吊銷駕駛執照，並終身不得再考領（但符合特定條件，且所受吊銷駕駛執照處分，執行已逾相關規定時間者，不在此限）,應予罰鍰,吊扣駕駛執照 1 年,1,,肇事逃逸致人重傷或死亡，吊銷駕照並終身不得考領（特定條件除外）
273,m_txt_260,choice_text,駕駛人在 1 年內，違規記點每達 12 點以上者，吊扣駕駛執照,6 個月,2 個月,1 年,2,,駕駛人一年內違規記點達 12 點者，吊扣駕駛執照 2 個月
274,m_txt_261,choice_text,駕駛人因違規記點，2 年內經吊扣駕駛執照 2 次，再經記違規點數者，處以：,罰鍰,吊扣駕照 1 個月,吊銷駕照,3,,兩年內吊扣駕照兩次後再記點，將直接吊銷駕駛執照
275,m_txt_262,choice_text,臨時停車規定時間,不得超過 3 分鐘，並保持立即行駛之狀態,不得超過 10 分鐘，駕駛人亦可離開座位,只要不超過 5 分鐘即可,1,,臨時停車不得超過 3 分鐘，駕駛人需在車內或車旁，保持隨時可開走
276,m_txt_263,choice_text,註銷之駕照，應,自行保留,繳回公路監理機關,繼續使用,2,,駕照註銷後應繳回公路監理機關，不得繼續使用或保留
277,m_txt_264,choice_text,在車站或其他公共場所出、入口,可以停車,不得停車,無規定,2,,車站、公共場所出入口為交通要道，規定不得停車，以保持順暢
278,m_txt_265,choice_text,重型機車在駕駛人後設有固定座位者，可附載,1 人,2 人,3 人,1,,重型機車後座設有固定座位者，依法僅可附載一名乘客
279,m_txt_266,choice_text,聞有消防車、警備車、救護車、工程救險車、毒性化學物質災害事故應變車等之警號時，不論來自何方，應該,不須避讓,只要不跨線行駛，就不必避讓,均應立即避讓，並不得在後跟隨急駛,3,,應立即避讓執行緊急任務之特種車輛，並嚴禁跟隨急駛，確保安全
280,m_txt_267,choice_text,機車路考不合格，申請再考驗者，距上次考驗時間，不得少於,7 天,15 天,30 天,1,,機車路考不合格者，七天後方可再次申請考驗
281,m_txt_268,choice_text,機車車主及駕駛人有住址變更,應持有關證件向公路監理機關辦理變更登記,不必辦理變更登記,向附近警察派出所辦理登記,1,,車主及駕駛人住址變更，應向公路監理機關辦理變更登記
282,m_txt_269,choice_text,機車報廢，應填具異動登記書，向公路監理機關辦理報廢登記，並同時繳還,駕駛執照,號牌及行車執照,行車執照,2,,機車報廢時，需繳還號牌及行車執照，並辦理報廢登記
283,m_txt_270,choice_text,機車未經登記檢驗又未領用牌照,不准行駛,可以行駛,可在郊外行駛,1,,機車未經登記檢驗及領牌照，依法不准行駛於道路
284,m_txt_271,choice_text,懸掛號牌,應依規定位置懸掛,隨便懸掛固定明顯位置就可以,無規定,1,,號牌應依規定位置懸掛，保持清晰可辨，不可隨意
285,m_txt_272,choice_text,依現行規定，持普通重型機車駕駛執照，不得駕駛汽缸排氣量,50 立方公分以上 250 立方公分以下,50 立方公分以下,逾 250 立方公分以上之二輪機車,3,,普通重型機車駕照僅限駕駛排氣量 250cc 以下機車，不得駕駛大型重型機車
286,m_txt_273,choice_text,下列何者氣象資訊與道路災害息息相關，應多加留意？,潮汐,降雨,氣溫,2,,降雨量與道路災害（如積水、坍方）息息相關，需特別留意
287,m_txt_274,choice_text,下列哪種駕駛行為有誤？,隨時收聽警察廣播電台，掌握即時路況訊息,如於道路上受困可利用路側之公路里程牌確認目前位置並求援,遭遇落石阻道時，可隨意將車輛停放路邊，不用特別觀察附近是否安全,3,,遭遇落石阻道應確保停車安全，並通報求援，不可隨意停放
288,m_txt_275,choice_text,假設不幸受困於山區道路應如何處置？,利用公路里程牌確認目前位置後向外聯繫呼救,確認最近之安全停駐空間或緊急暫停空間，前往避險等待救援,以上皆是,3,,受困山區應確認位置、前往安全空間，並向外聯繫求援
289,m_txt_276,choice_text,下列何者「非」公路單位執行封橋封路等交通管制之目的？,道路橋樑致災風險提升，行駛該路段可能造成人車危害，故提前封閉道路避免人車進入危險區域而造成生命財產損失,因施工或已發生災害造成道路阻斷，為加速搶修及確保用路人安全,封路封橋只是為了造成用路人不便，行程受阻,3,,封橋封路是為保障用路人安全及搶修作業，絕非刻意造成不便
290,m_txt_277,choice_text,機車駕駛人如果未隨身攜帶駕駛執照、未隨車攜帶行車執照及強制汽車責任保險卡者：,處罰鍰,勸導、告誡,免處罰鍰,3,,現行法規，駕駛人未攜帶駕照、行照及保險卡已免除罰鍰
291,m_txt_278,choice_text,普通重型機車附載物件之重量規定,以 80 公斤為限,以 40 公斤為限,以 30 公斤為限,1,,普通重型機車附載物件總重量以 80 公斤為限
292,m_txt_279,choice_text,駕駛汽機車未隨身攜帶駕駛執照不再處罰，主要原因為何？,執法人員可透過電腦系統即時查詢駕駛資格,駕駛執照已全面電子化,駕駛執照已與國民身分證合併,1,,執法人員可藉由電腦系統即時查詢駕駛資格，因此免除未帶駕照的罰則
293,m_txt_280,choice_text,自中華民國 95 年 6 月 15 日起，機車出廠五年以上辦理轉讓過戶者，應申請實施,臨時檢驗,定期檢驗,變更檢驗,1,,機車出廠五年以上辦理轉讓過戶，需實施臨時檢驗
294,m_txt_281,choice_text,考領輕型機車或普通重型機車駕駛執照須年滿,16 歲,18 歲,20 歲,2,,考領輕型或普通重型機車駕照，最低法定年齡為 18 歲
295,m_txt_282,choice_text,駕駛執照業經吊銷、註銷仍駕駛機車者，除處罰鍰、當場禁止其駕駛外，該駕照並應,自行銷毀,扣繳,無另外規定,2,,駕照吊銷、註銷後仍駕車，除罰鍰及禁止駕駛外，駕照會被扣繳
296,m_txt_283,choice_text,駕駛執照吊扣期間仍駕駛機車者，除處罰鍰、當場禁止其駕駛外，並應,處違規記點,處違規紀錄,吊銷駕駛執照,3,,駕照吊扣期間仍駕車屬嚴重違規，將吊銷駕駛執照
