原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析,,,,,,
39,m_sit_099,choice_image,依據圖示，機車駕駛人應如何安全行駛？,人車稀少，可以騎快車,依速限行駛，注意遵守標誌，並開亮頭燈,路燈照明設備良好，可以不用開頭燈,2,m_sit_099.webp,駕駛應遵守速限、注意交通標誌，並依規定開啟頭燈，確保行車安全,,,,,,
40,m_sit_100,choice_image,依據圖示，機車駕駛人哪項行為錯誤？,開啟頭燈,降低車速行駛,猛按鳴喇叭，加速行駛,3,m_sit_100.webp,猛按喇叭並加速行駛是危險且不禮貌的行為，應避免,,,,,,
41,m_sit_101,choice_image,依據圖示，機車駕駛人之行為何者錯誤？,握穩把手，適當減速慢行,做隨時停車之準備,加速繼續行駛通過,3,m_sit_101.webp,行經路況不明處（圖示），應握穩把手、減速慢行，並準備隨時停車，加速通過是錯誤且危險的行為,,,,,,
42,m_sit_102,choice_image,依據圖示，天氣寒冷時，機車駕駛人的行為何種方式安全？,A,B,Ｃ,1,m_sit_102.webp,天氣寒冷時，騎乘機車應穿戴保暖衣物，並注意路面濕滑或結冰，保持安全車速與車距，以確保安全,,,,,,
43,m_sit_103,choice_image,依據圖示，機車駕駛人應如何安全行駛？,靠右行駛，避免爬坡的視野死角,猛按喇叭，維持原車速,加速通過,1,m_sit_103.webp,行駛爬坡路段應靠右行駛，以避開視野死角，並注意對向來車，確保自身及他人安全,,,,,,
44,m_sit_104,choice_image,依據圖示，機車駕駛人應如何安全行駛？,不理會違規車輛，繼續直行,注意前方車輛，適當減速因應,按鳴喇叭後立即加速通行,2,m_sit_104.webp,行駛中應隨時注意前方車輛狀況，如遇違規或緊急情況，應適當減速並保持安全距離應變,,,,,,
45,m_sit_105,choice_image,依據圖示，機車駕駛人應如何安全行駛？,閃避落石，繼續行駛,確認道路狀況或改道行駛,移除落石，繼續行駛,2,m_sit_105.webp,行經有落石疑慮路段，應先確認道路狀況安全無虞或改道行駛，切勿冒險移除或閃避行駛,,,,,,
46,m_sit_106,choice_image,依據圖示，機車駕駛人應如何安全行駛？,加速轉彎通過,緊急煞車,減速慢行，避免因視野死角造成危險,3,m_sit_106.webp,機車轉彎應減速慢行，注意大型車輛視野死角，避免危險,,,,,,
47,m_sit_107,choice_image,依據圖示，機車駕駛人通過路口時，如何行駛較為安全？,不予理會，繼續行駛,按鳴喇叭，加速前進,減速慢行，禮讓幼童專用車,3,m_sit_107.webp,行經路口遇幼童專用車，應減速慢行並禮讓，確保幼童安全,,,,,,
48,m_sit_108,choice_image,依據圖示，機車駕駛人應如何安全行駛？,應讓外緣汽車優先通行,不需禮讓,按鳴喇叭後加速通行,1,m_sit_108.webp,進入環狀交叉路口或車道匯入時，應讓外側或直行車輛優先通行,,,,,,
49,m_sit_109,choice_image,依據圖示，兩車進入同一車道，何者應該先行？,B 車先行,A 車先行,搶先者即可先行,2,m_sit_109.webp,兩車進入同一車道，應依路權規定或箭頭指示，由 A 車優先通行,,,,,,
50,m_sit_110,choice_image,機車駕駛人行經路口處如何安全行駛較安全？,按鳴喇叭後，直接從汽車右側超越,按鳴喇叭後，直接繞過汽車左側超越,減速慢行，注意違規車輛之動向,3,m_sit_110.webp,行經路口應減速慢行，提高警覺，注意潛在違規或突發狀況,,,,,,
51,m_sit_111,choice_image,依據圖示，請排列優先路權的順序：,A→B→C,C→B→A,B→C→A,2,m_sit_111.webp,優先路權順序需依圖示中道路標誌、標線或路權原則判斷例如，主幹道優於支線，或依「讓右方車先行」原則,,,,,,
52,m_sit_112,choice_image,依據圖中警察手勢，哪輛機車應停止？,A,B,Ｃ,3,m_sit_112.webp,警察指揮交通時，面向或背向駕駛人，伸出雙臂或單臂表示停止此手勢指示 C 車輛應停止,,,,,,
53,m_sit_113,choice_image,依據圖示，機車駕駛人應如何安全行駛？,A,B,C,1,m_sit_113.webp,機車駕駛人應依照圖示選擇安全的行駛路線，保持車距並注意周遭車輛，確保行車安全,,,,,,
54,m_sit_114,choice_image,依據圖示，機車駕駛人應如何正確反應？,猛按鳴喇叭後，加速從汽車左側超越,不要強行超越，應減速慢行並做隨時停車之準備,可直接利用對向車道超越汽車,2,m_sit_114.webp,遇到前方有狀況時，切勿強行超越應減速慢行並隨時準備停車，確保行車安全,,,,,,
55,m_sit_115,choice_image,依據圖示，機車駕駛人應如何處理？,預作隨時煞停之準備,減速慢行並注意計程車之動向,以上皆是,3,m_sit_115.webp,應預作隨時煞停準備，並減速慢行，同時密切注意計程車的動向，以應對突發狀況,,,,,,
56,m_sit_116,choice_image,依據圖示，機車駕駛人應如何安全行駛？,注意前方車輛動態，小心變換車道，減速通過,猛按喇叭，催促行駛,加速超車,1,m_sit_116.webp,應注意前方車輛動態，小心變換車道並減速慢行，確保行車安全,,,,,,
57,m_sit_117,choice_image,依據圖示，哪一區域對機車駕駛人潛藏道路風險？,A,B,Ｃ,1,m_sit_117.webp,圖片中的 A 區域代表潛在風險，機車駕駛人應特別留意，提前預防危險,,,,,,
58,m_sit_118,choice_image,依據圖示，當機車駕駛人遇此情形，應該如何行駛？,應減速慢行，小心通過,猛按喇叭，加速通過,維持原速行駛，變換燈光警告,1,m_sit_118.webp,遇到圖片所示情況時，駕駛人應減速慢行，提高警覺，確保安全通過,,,,,,
59,m_sit_119,choice_image,依據圖示，當機車故障時，駕駛人應該如何處理？,A,B,Ｃ,1,m_sit_119.webp,依據圖示，A 選項為機車故障時的正確處理方式，通常包括將車輛移至安全處並擺放警告標誌,,,,,,
60,m_sit_120,choice_image,依據圖示，哪個輪胎之胎壓是正常的？,A,B,Ｃ,3,m_sit_120.webp,圖中 C 選項所顯示的為正常胎壓，正確的胎壓有助於行車安全、操控性及輪胎壽命,,,,,,
