原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析,,,,,,
70,m_hzd_070,choice_video,身為騎士的您，行駛中如遇併行車輛視線遮蔽，該如何反應？,注意號誌並留意視線遮蔽處有無來車，做好防禦駕駛行為,綠燈路權最大，加速通過以防燈號改變,直接通過路口事故風險低,1,m_hzd_070.webm,併行車輛造成視線遮蔽時，應特別留意死角有無來車，配合號誌，做好防禦駕駛，確保安全,,,,,,
71,m_hzd_071,choice_video,身為騎士的您，看到大型車右轉卻打左方向燈，應該要有什麼觀念？,大型車是要右轉，單純打錯方向燈,大型車是要左轉，只是內輪差限制需先往右靠,方向燈誤打不可信，應以車輛偏移軌跡判斷大型車轉彎方向,2,m_hzd_071.webm,大型車轉彎因內輪差，常會先往反方向偏，應觀察車輛實際行駛軌跡，預判其真實轉彎方向,,,,,,
72,m_hzd_072,choice_video,身為騎士的您，遇前方車輛故障需變換車道時，應先完成什麼動作？,顯示遠光燈後變換車道,顯示方向燈並察看照後鏡與擺頭確認交通情況，再變換車道,按鳴喇叭並伸手示意後變換車道,2,m_hzd_072.webm,變換車道前，務必顯示方向燈，並透過照後鏡與轉頭確認周遭交通情況，確保安全無虞,,,,,,
73,m_hzd_073,choice_video,身為騎士的您，路口左轉時遇對向來車右轉進同一車道，請問誰的路權優先？,對向右轉車輛,左轉彎車輛,先跨越停止線進入路口之車輛優先,2,m_hzd_073.webm,路口左轉彎車輛與對向右轉車輛欲進入同一車道時，依題意為左轉彎車輛具有優先路權,,,,,,
74,m_hzd_074,choice_video,身為騎士的您，遇前方車輛故障需變換車道時，應先完成什麼動作？,顯示遠光燈後變換車道,顯示方向燈並察看照後鏡與擺頭確認交通情況，再變換車道,按鳴喇叭並伸手示意後變換車道,2,m_hzd_074.webm,變換車道前，務必顯示方向燈，並透過照後鏡與轉頭確認左右後方交通情況，確保安全無虞,,,,,,
75,m_hzd_075,choice_video,身為騎士的您遇到有車輛突然從前方岔路左轉進入您行駛之車道，應該如何反應？,注意前方，繼續維持前進速度,加速前進，在前方車輛轉入車道前超越它,注意車前狀況並減速慢行，預作停車等必要措施,3,m_hzd_075.webm,遇他車突然轉入車道，應立即注意車前狀況並減速慢行，隨時準備停車，採取防禦駕駛,,,,,,
76,m_hzd_076,choice_video,身為騎士的您遇到前方車輛違規跨越雙黃線左轉，應該如何反應？,直行車路權高於轉彎車，繼續維持前進速度,注意車前狀況並減速慢行，預作停車等必要措施,按鳴喇叭並伸手示意後變換車道繞開,2,m_hzd_076.webm,遇前方車輛違規轉彎，應以防禦駕駛為原則，減速慢行並預作停車準備，保障自身安全,,,,,,
77,m_hzd_077,choice_video,身為騎士的您，在天色昏暗且內側車道車輛違規右轉時，您應如何反應？,顯示遠光燈示意超車,按鳴喇叭並伸手示意後變換車道超車,注意車前狀況並減速慢行，預作停車等必要措施,3,m_hzd_077.webm,天色昏暗及遇他車違規，應格外提高警覺，注意車前狀況並減速慢行，隨時準備停車,,,,,,
78,m_hzd_078,choice_video,身為騎士的您遇前方道路縮減路段，鄰車顯示方向燈併入時，應該如何行駛比較安全？,直行車優先繼續維持前進速度即可,注意車前狀況並減速慢行，預作停車等必要措施,按鳴喇叭並伸手示意後變換車道繞開,2,m_hzd_078.webm,遇道路縮減鄰車併入，應注意車前狀況並減速慢行，預作停車準備，禮讓其安全併入,,,,,,
79,m_hzd_079,choice_video,身為騎士的您，於路口遇號誌變換為綠燈，此時應該採取什麼動作較為妥適?,留意橫向道路闖紅燈車輛的動態，作隨時停車之準備,號誌已變換為綠燈，快速通過路口避免交通阻塞,橫向道路車輛已進入路口，應按鳴喇叭 3 單響使其停讓,1,m_hzd_079.webm,綠燈亮起後起步，仍應留意橫向道路有無闖紅燈車輛，預作停車準備，確保路口安全,,,,,,
80,m_hzd_080,choice_video,身為騎士的您，在影片中發現那些危險?,橫向道路車輛闖紅燈左轉,左彎車輛不禮讓行人,車輛逆向行駛侵入我方車道,1,m_hzd_080.webm,此題考點為橫向道路車輛闖紅燈左轉可能造成的危險，駕駛應保持警覺並預判狀況,,,,,,
81,m_hzd_081,choice_video,身為騎士的您，此時最可能會遇到何種危險?,對向來車侵入我方車道,後方機車未保持安全距離導致追撞,路面標線濕滑導致車輛失去控制,1,m_hzd_081.webm,此題考點是對向來車可能侵入我方車道所造成的危險，駕駛應提前判斷並預作反應,,,,,,
82,m_hzd_082,choice_video,身為騎士的您，遇前方疑似有車輛準備倒車時，應該採取什麼動作較為妥適?,按鳴喇叭 3 次，提醒路邊車輛後減速通過,減速注意路邊車輛動向，作隨時停車之準備,停車上前拍打路邊車輛警告其已侵入我方行車動線,2,m_hzd_082.webm,遇前方車輛疑似倒車，應立即減速並密切注意其動向，隨時準備停車，確保行車安全,,,,,,
83,m_hzd_083,choice_video,身為騎士的您，見同車道前方大貨車減速且視線不良的情況下，應採取什麼動作較為妥適?,察看右照後鏡確認無來車後，由前車右側通過,減速慢行，觀察前方車輛動向並作隨時停車之準備,顯示左方向燈後跨越行車分向線進行超車,2,m_hzd_083.webm,前方大貨車減速且視線不良時，應減速慢行，保持安全距離，隨時準備停車，避免危險,,,,,,
84,m_hzd_084,choice_video,身為騎士的您，行近路口見橫向道路有大貨車欲右轉且可能侵入我方車道，此時應該採取什麼動作較為妥適?,減速慢行、顯示右側方向燈後變換至路肩行駛,減速慢行，觀察大貨車動向並作隨時停車之準備,按鳴喇叭 3 單響，提醒大貨車並減速慢行,2,m_hzd_084.webm,遇大貨車右轉可能產生內輪差，應減速慢行，密切觀察其動向，並隨時準備停車,,,,,,
85,m_hzd_085,choice_video,身為騎士的您，見路邊車輛起駛，此時應採取什麼動作較為妥適？,該車可能違規迴轉，應減速慢行並作隨時停車之準備,該車起駛後將進入外側車道，與我車無關，繼續行駛即可,該車應依序變換至我方車道並禮讓我車，因此繼續行駛即可,1,m_hzd_085.webm,遇路邊車輛起駛，應預判其動向，可能違規迴轉或切入，應減速慢行並準備隨時停車,,,,,,
86,m_hzd_086,choice_video,身為騎士的您，行駛於內側車道且前方有車輛準備左轉，此時不應該採取什麼動作?,直接變換至外側車道後，加速繞過前方大貨車,減速暫停，待前方車輛左轉完成後，再繼續前進,顯示右方向燈並禮讓直行車先行後，變換至外側車道行駛,1,m_hzd_086.webm,前方車輛準備左轉時，不應貿然加速變換車道超車，應減速暫停禮讓，確保行車安全,,,,,,
87,m_hzd_087,choice_video,身為騎士的您，欲與大貨車同時進行右轉彎，此時應該採取什麼動作較為妥適?,大貨車起步較慢，把握時機加速右轉即可,勿與大貨車併行，應停讓使大貨車先行駛,大貨車與我行駛於不同車道，可以一起右轉,2,m_hzd_087.webm,大型車轉彎有內輪差，切勿與之併行，應保持安全距離，停讓其先行，避免危險,,,,,,
88,m_hzd_088,choice_video,身為騎士的您，在影片中發現那些危險?,大貨車右轉彎，可能導致我方進入內輪差危險區域,號誌桿歪斜凸出車道阻礙交通,大貨車裝載貨櫃超出車身之外影響行車安全,1,m_hzd_088.webm,此題考點為大貨車右轉彎時可能導致我方進入內輪差危險區域，應保持警覺,,,,,,
89,m_hzd_089,choice_video,身為騎士的您，於夜間發現對向有車行駛而來，此時應採取什麼動作較為妥適?,按鳴喇叭提醒汽車駕駛人應關閉遠光燈,靠右減速慢行並作隨時停車之準備,開啟遠光燈增加視野並減速慢行,2,m_hzd_089.webm,夜間會車應靠右減速慢行，並將遠光燈切換為近光燈，避免眩光，確保行車安全,,,,,,
90,m_hzd_090,choice_video,身為騎士的您，此時應採取什麼動作較為妥適?,按鳴喇叭 1 單響，提醒單車騎士後方有來車並減速慢行,按鳴喇叭 1 秒，提醒單車騎士我方將進行超車,按鳴喇叭 3 單響，提醒單車騎士後方有來車並減速慢行,1,m_hzd_090.webm,欲超越單車時，應輕按喇叭簡短警示，提醒其後方有來車，並減速慢行保持安全距離,,,,,,
91,m_hzd_091,choice_video,身為騎士的您，此時應採取什麼動作較為妥適?,減速慢行，注意單車騎士動態，隨時採取必要之安全措施,按鳴喇叭 2 單響，提醒單車騎士我方將進行超車，然後加速前進,快速變換遠光燈 1 次，提醒對向來車應開亮頭燈行駛,1,m_hzd_091.webm,接近單車騎士時，應減速慢行，密切注意其動態，隨時準備應變，保持安全距離,,,,,,
92,m_hzd_092,choice_video,身為騎士的您，此時應採取什麼動作較為妥適?,觀察行人動向後減速通過即可,按鳴喇叭 1 單響，提醒行人禮讓我方車先行,停車並應讓行人優先通行,3,m_hzd_092.webm,車輛行經行人穿越道有行人時，應停車並禮讓行人優先通行，遵守交通法規,,,,,,
93,m_hzd_093,choice_video,身為騎士的您，此時應採取什麼動作較為妥適?,應按鳴喇叭阻止行人擅自穿越馬路,減速觀察行人動向並作隨時停車之準備,配合路邊行人動向，向左偏移後閃過行人,2,m_hzd_093.webm,減速觀察行人動向，隨時準備停車，確保安全,,,,,,
94,m_hzd_094,choice_video,身為騎士的您，如遇影片中行人擅越中央分向島，應如何因應較為妥適?,視線放遠，提前反應,按鳴喇叭，警告行人違規,馬上停車，催促行人快速通過,1,m_hzd_094.webm,視線放遠，提前預判行人動向，預作反應,,,,,,
95,m_hzd_095,choice_video,身為騎士的您，騎乘機車行經單線雙向之車道，且路邊停有車輛，應如何因應較為妥適?,右邊已停有車輛無法通行，故靠左直行,減速慢行，注意是否有行人竄出或車門突然開啟,為避免危險，直行車優先快速通過,2,m_hzd_095.webm,減速慢行，防範行人竄出或車門突然開啟,,,,,,
96,m_hzd_096,choice_video,身為騎士的您，發現有行人行走車道上，該如何因應較為妥適?,繞過行人，繼續直行,在車道上緊急煞車等行人通過,減速慢行，預作閃避之準備,3,m_hzd_096.webm,減速慢行，提前預作閃避準備，確保行人安全,,,,,,
97,m_hzd_097,choice_video,身為騎士的您，行經匝道出入口處，行駛內側車道遇同向岔路有機車變換車道，該如何因應較為妥適?,減速並預作停車之準備,加速通過，不用禮讓,直行車優先，不用管其他用路人行為,1,m_hzd_097.webm,行經匝道應減速慢行，預作停車準備，以防變換車道,,,,,,
98,m_hzd_098,choice_video,身為騎士的您，行經橋梁路段，且左前方有小型車同行，請問此時您可能會遇到何種危險?,已經靠右行駛，僅注意車前狀況即可,突然有車輛從右方超車,專注於前方小型車，是否會靠右行駛,1,m_hzd_098.webm,錯誤地認為靠右行駛只須注意車前，忽略周圍潛在危險,,,,,,
99,m_hzd_099,choice_video,身為騎士的您，遇有車輛從左側超車時，該如何因應較為妥適?,加速行駛，阻礙其超車,直行車優先，繼續直行,減速讓其先行超車,3,m_hzd_099.webm,遇他車超車應減速禮讓，確保行車安全,,,,,,
100,m_hzd_100,choice_video,身為騎士的您，行經鄉間蔓草叢生的單線車道時，遇有汽車會車，該如何因應較為妥適?,減速慢行，靠右行駛，讓其先行,勉強可以會車，趕快往前通行,按鳴喇叭，使其再靠邊行駛，方便會車,1,m_hzd_100.webm,減速慢行，靠右禮讓對方先行，保障會車安全,,,,,,
101,m_hzd_101,choice_video,身為騎士的您，如遇汽車變換車道至左前方上交流道時，該如何因應較為妥適？,加速通過，不用禮讓,減速慢行，並注意後方車輛動向,按鳴喇叭，警告應讓直行車,2,m_hzd_101.webm,減速慢行並注意後方車輛動向，預留安全距離,,,,,,
102,m_hzd_102,choice_video,身為騎士的您，行駛於狹窄道路，見對向大型車駛近，應有什麼樣的適當行為呢？,保持隨時可以減速煞停因應的空間,按鳴喇叭，使對方避讓,按鳴喇叭直接加速通過,1,m_hzd_102.webm,行駛狹窄道路遇大型車，應預留減速煞停空間,,,,,,
103,m_hzd_103,choice_video,身為騎士的您，看到分向島缺口處有車輛顯示左側方向燈並迴轉，應有什麼樣的適當行為呢？,維持原車速度繼續直行,減速讓該車先行，避免危險發生,按鳴喇叭無須做煞停準備,2,m_hzd_103.webm,減速禮讓迴轉車輛先行，避免碰撞危險,,,,,,
104,m_hzd_104,choice_video,身為騎士的您，行經路幅狹小且有違停車輛的路口時，以下敘述何者為是？,無須理會其他違規車輛，繼續直行,應預判橫向車輛轉彎會侵犯到本車的行駛空間,違停車輛並沒有遮蔽橫向駕駛人轉彎時之視線,2,m_hzd_104.webm,應預判違停車輛可能遮蔽視線，影響轉彎車行駛空間,,,,,,
105,m_hzd_105,choice_video,身為騎士的您，發現路口有違規停車，橫向小貨車右轉時繞越路口，應有什麼樣的適當行為呢？,應減速停讓,不須減速，直接通過路口,加速並緊鄰該車之間隙通過,1,m_hzd_105.webm,發現違停影響轉彎車輛，應減速停讓確保安全,,,,,,
106,m_hzd_106,choice_video,身為騎士的您，看到小客車顯示右側方向燈違規變換車道，應有什麼樣的適當行為呢？,按鳴喇叭，使對方避讓,提高警覺，拉大安全距離,直接切入右側車道，繞過前車,2,m_hzd_106.webm,遇違規變換車道車輛，應提高警覺並拉大安全距離,,,,,,
107,m_hzd_107,choice_video,身為騎士的您，看到路旁加油站小客車由路外駛入，應有什麼樣的適當行為呢？,減速慢行，觀察前方車輛動向並做隨時停車之準備,無須禮讓，直接變換至內側車道,看到車輛衝出，按鳴喇叭無須做煞停準備,1,m_hzd_107.webm,減速慢行，觀察並準備停車，禮讓路外駛入車輛,,,,,,
108,m_hzd_108,choice_video,身為騎士的您，於綠燈時看到機車違規行駛行穿線，應有什麼樣的適當行為呢？,按照燈號繼續直行,減速慢行，並做隨時停車之準備,按鳴喇叭即可，無須留意騎士動態,2,m_hzd_108.webm,綠燈遇機車違規行駛行穿線，應減速慢行並準備停車,,,,,,
109,m_hzd_109,choice_video,身為騎士的您，見左前方小客車於路口綠燈時突然減速，應有什麼樣的適當行為呢？,應預判視線遮蔽處可能有車輛駛出或行人衝出，保持隨時減速的準備,只要注意前方車輛動態，不須注意兩旁物體動態,只要自己安全無虞，無須理會其他用路人的反應,1,m_hzd_109.webm,預判視線遮蔽處可能有突發狀況，保持減速準備,,,,,,
110,m_hzd_110,choice_video,身為騎士的您，在影片中發現哪些危險?,對向機車占用來車道搶先左轉,路邊行人不依規定，擅自進入車道範圍,對向紅色汽車左轉彎不讓直行車先行,1,m_hzd_110.webm,對向機車占用車道搶先左轉，阻礙正常通行,,,,,,
111,m_hzd_111,choice_video,身為騎士的您，於影片中路口欲左轉，而對向來車欲右轉進入同一路段之車道，以下敘述何者正確?,右轉彎車輛應讓左轉彎車輛先行，因此對向來車應暫停讓本車先行才是符合法規的行為,雙方可同時進入該路段，本車為左轉彎車輛，進入車道內側；對向車為右轉彎車輛，進入車道外側,左轉彎車輛應讓右轉彎車輛先行，因此本車暫停讓對向來車先行是符合法規的行為,1,m_hzd_111.webm,法規規定右轉彎車輛應讓左轉彎車輛先行,,,,,,
112,m_hzd_112,choice_video,身為騎士的您，在影片中發現哪些危險?,對向來車右轉彎未讓本車先行，影響本車安全,對向來車不依規定使用燈光，影響本車安全,路旁行人不依規定穿越車道，影響本車安全,1,m_hzd_112.webm,對向右轉彎車未禮讓直行車先行，造成潛在危險,,,,,,
113,m_hzd_113,choice_video,身為騎士的您，基於防禦駕駛觀念，此時應採取什麼動作較為妥適?,按鳴喇叭 1 單響，提醒對方應禮讓，本車減速通過即可,轉彎車應讓直行車先行，本車減速通過即可,減速慢行，並作隨時停車之準備,3,m_hzd_113.webm,防禦駕駛應減速慢行，並隨時準備停車，確保安全,,,,,,
114,m_hzd_114,choice_video,身為騎士的您，行經影片中路口，最可能遭遇何種危險?,視線昏暗導致後方車輛追撞,對向來車錯誤使用遠光燈，導致本車眩光,對向來車轉彎不讓直行車先行,3,m_hzd_114.webm,最可能遭遇對向轉彎車未禮讓直行車的危險,,,,,,
115,m_hzd_115,choice_video,身為騎士的您，行駛於無號誌路口，見橫向多車通過該路口，以下敘述何者正確?,本車車道劃設有慢標字，屬支線道，因此本車應停讓,左方車應讓右方車先行，因此紅色汽車應讓本車先行,橫向路段劃設有分向限制線，屬於幹線道，因此本車應停讓,2,m_hzd_115.webm,無號誌路口，左方車應禮讓右方車先行,,,,,,
116,m_hzd_116,choice_video,身為騎士的您，此時應採取什麼動作較為妥適?,本車行駛於圓環外側車道，應讓內側車道車輛先行,轉彎車輛應讓直行車輛先行，因此本車可優先通過,變換車道車輛應讓直行車輛先行，因此本車可優先通過,1,m_hzd_116.webm,行駛圓環外側車道應禮讓內側車道車輛先行,,,,,,
117,m_hzd_117,choice_video,身為騎士的您，見前車減速，此時應該採取什麼動作較為妥適?,減速慢行，待對向來車淨空後，抓住適當時機由左方車道超車,按鳴喇叭 1 單響或顯示超車燈光，待前行車表示允讓後，由右方超車,減速慢行，觀察前行車動向及視線所及處交通情況並作隨時停車之準備,3,m_hzd_117.webm,減速慢行，觀察前車與交通狀況，預作停車準備,,,,,,
118,m_hzd_118,choice_video,身為騎士的您，欲繼續前行，除顯示左邊方向燈外，應採取什麼動作較為妥適？,遵守指向線指示，立即換入內側車道行駛，避免阻礙車流,應讓直行車道之車輛先行，確認安全後依規定換入內側車道,待行駛至車道末端後，換入內側車道行駛，避免阻礙車流,2,m_hzd_118.webm,應禮讓直行車先行，確認安全後再變換車道,,,,,,
119,m_hzd_119,choice_video,身為機車騎士的您，欲超越前方自行車騎士，應該採取什麼方式較為妥適?,於彎道處，見對向來車淨空後即可超車,可利用自行車騎士右方空間，進行超車,待行駛至劃設行車分向線路段後，才可超車,3,m_hzd_119.webm,超越自行車應待行駛至有分向線的路段才可超車,,,,,,
120,m_hzd_120,choice_video,身為機車騎士的您，在影片中看到哪些駕駛行為是符合交通法規的?,同向藍色小客車駕駛，維持車速穩定行駛,橫向機車騎士減速通過路口,以上行為皆不符合交通法規,3,m_hzd_120.webm,依題目判斷，影片中所有駕駛行為均不符合交通法規,,,,,,
121,m_hzd_121,choice_video,身為騎士的您，此時應採取什麼動作較為妥適?,於停止線前停車，待前車駛離淨空後再前進,緊跟前車，避免阻礙後方車流,柵欄升起即可立即通過,1,m_hzd_121.webm,應於停止線前停車，待前方淨空後再前進,,,,,,
122,m_hzd_122,choice_video,身為騎士的您，行經影片中路段時，應如何使用燈光最為妥適?,保持頭燈開啟,開啟或關閉頭燈均可,只需開啟危險警告燈即可,1,m_hzd_122.webm,行駛中應保持頭燈開啟，提高能見度與行車安全,,,,,,
123,m_hzd_123,choice_video,身為騎士的您，能否辨別出影片中那些空間是您可以行駛的呢?,機慢車道及右側路肩,左側快車道及機慢車道,左側快車道、機慢車道及右側路肩,2,m_hzd_123.webm,機車應行駛於左側快車道或機慢車道,,,,,,
124,m_hzd_124,choice_video,身為騎士的您，此時應採取什麼動作較為妥適?,停讓行人後，進入內側快車道,停讓行人後，進入外側快車道,行人行速慢，可加速進入機慢車道,2,m_hzd_124.webm,停讓行人後，應進入外側快車道行駛,,,,,,
125,m_hzd_125,choice_video,身為騎士的您，此時最可能遭遇何種危險?,行人自右方樹蔭死角處闖入我方車動線上,行人自左前方車前死角處進入我方車動線上,左前方車輛突然右轉穿越我方車動線上,2,m_hzd_125.webm,最可能遭遇行人自左前方死角處進入車道動線,,,,,,
126,m_hzd_126,choice_video,身為騎士的您，基於防禦駕駛觀念，此時應採取什麼動作較為妥適?,我方車道前方路面有不明髒汙，應切換至對向車道後繞過髒污,我方車道前方路面有不明髒汙，應先減速接近，確認安全再通過,我方車道前方路面有不明髒汙，應下車以牽拉方式通過,2,m_hzd_126.webm,遇路面髒污應減速接近，確認安全後再通過,,,,,,
